Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-C020;62.20;2026-01-24 02:58:12.507
BI-RUI-022;65.40;2026-01-24 02:58:18.413
BI-RUI-P005;56.6;2026-01-24 02:58:18.897
BI-RUI-015;68.330;2026-01-24 02:58:59.15
BI-RUI-C008;50.9;2026-01-24 02:59:23.513
BI-RUI-C034;54.20;2026-01-24 02:59:24.437
BI-RUI-C023;56.3;2026-01-24 02:59:36.797
BI-RUI-C001;73.9;2026-01-24 02:59:37.483
BI-RUI-025;62.00;2026-01-24 02:59:58.003
BI-RUI-017;66.307;2026-01-24 03:00:28.52
BI-RUI-C025;54.70;2026-01-24 03:00:37.867
BI-RUI-019;61.224;2026-01-24 03:00:45.163
BI-RUI-004;62.800;2026-01-24 03:00:49.87
BI-RUI-001;72.164;2026-01-24 03:01:03.683
BI-RUI-006;77.248;2026-01-24 03:01:14.717
BI-RUI-P010;55.5;2026-01-24 03:01:18.637
BI-RUI-C025;39.80;2026-01-24 03:02:09.72
BI-RUI-007;54.166;2026-01-24 03:02:14.16
BI-RUI-C006;60.4;2026-01-24 03:02:43.99
BI-RUI-C023;50.8;2026-01-24 03:02:49.883
BI-RUI-P006;63.4;2026-01-24 03:03:26.683
BI-RUI-C019;50.60;2026-01-24 03:03:36.967
BI-RUI-P001;42.9;2026-01-24 03:03:56.86
BI-RUI-009;56.833;2026-01-24 03:04:34.85
BI-RUI-C016;44.1;2026-01-24 03:04:41.083
BI-RUI-008;62.866;2026-01-24 03:04:46.18
BI-RUI-023;62.70;2026-01-24 03:04:58.79
BI-RUI-010;65.295;2026-01-24 03:04:59.18
BI-RUI-C013;54.5;2026-01-24 03:05:49.45
BI-RUI-011;45.952;2026-01-24 03:05:58.92
BI-RUI-C023;50.8;2026-01-24 03:06:00.907
BI-RUI-C003;47.10;2026-01-24 03:06:31.38
BI-RUI-P007;64.4;2026-01-24 03:06:52.397
BI-RUI-C014;46.30;2026-01-24 03:07:01.15
BI-RUI-C024;51.1;2026-01-24 03:07:28.277
BI-RUI-C005;53.3;2026-01-24 03:07:30.353
BI-RUI-C025;47.80;2026-01-24 03:07:36.683
BI-RUI-020;58.30;2026-01-24 03:08:06.123
BI-RUI-C002;77.8;2026-01-24 03:08:09.017
BI-RUI-C015;55.50;2026-01-24 03:08:13.813
BI-RUI-005;61.775;2026-01-24 03:08:15.08
BI-RUI-P014;53.0;2026-01-24 03:08:35.55
BI-RUI-P003;48.6;2026-01-24 03:08:59.63
BI-RUI-P011;60.1;2026-01-24 03:09:12.117
BI-RUI-C023;51.2;2026-01-24 03:09:20.633
BI-RUI-C004;75.1;2026-01-24 03:09:47.467
BI-RUI-P002;57.3;2026-01-24 03:09:53.34
BI-RUI-P009;63.9;2026-01-24 03:10:06.763
BI-RUI-C011;42.80;2026-01-24 03:10:27.97
BI-RUI-C005;72.5;2026-01-24 03:10:36.707
BI-RUI-C010;59.3;2026-01-24 03:11:45.793
BI-RUI-C023;54.0;2026-01-24 03:12:34.203
BI-RUI-C021;43.40;2026-01-24 03:12:42.207
BI-RUI-BR11;54.559;2026-01-24 03:12:49.77
BI-RUI-C018;47.80;2026-01-24 03:13:02.613
BI-RUI-C025;49.80;2026-01-24 03:13:04.223
BI-RUI-BR15;60.80;2026-01-24 03:13:06.52
BI-RUI-022;78.30;2026-01-24 03:13:39.087
BI-RUI-C020;58.20;2026-01-24 03:13:39.197
BI-RUI-P013;60.1;2026-01-24 03:13:54.09
BI-RUI-015;64.724;2026-01-24 03:14:08.03
BI-RUI-C008;50.4;2026-01-24 03:14:35.437
BI-RUI-C034;51.70;2026-01-24 03:14:41.017
BI-RUI-C001;71.6;2026-01-24 03:15:08.85
BI-RUI-025;62.20;2026-01-24 03:15:14.863
BI-RUI-019;61.395;2026-01-24 03:15:21.537
BI-RUI-017;66.528;2026-01-24 03:15:21.71
BI-RUI-004;63.794;2026-01-24 03:15:35.35
BI-RUI-C023;54.4;2026-01-24 03:15:46.307
BI-RUI-001;71.146;2026-01-24 03:16:06.37
BI-RUI-006;70.648;2026-01-24 03:16:15.31
BI-RUI-P010;55.8;2026-01-24 03:16:19.077
BI-RUI-007;56.306;2026-01-24 03:17:17.443
BI-RUI-C006;60.8;2026-01-24 03:18:07.48
BI-RUI-C025;46.50;2026-01-24 03:18:25.28
BI-RUI-P001;43.0;2026-01-24 03:18:56.953
BI-RUI-C023;54.0;2026-01-24 03:18:57.0
BI-RUI-C019;46.70;2026-01-24 03:19:15.893
BI-RUI-009;61.338;2026-01-24 03:19:34.193
BI-RUI-008;68.717;2026-01-24 03:19:34.787
BI-RUI-010;67.464;2026-01-24 03:19:57.103
BI-RUI-C016;47.6;2026-01-24 03:20:03.493
BI-RUI-023;58.20;2026-01-24 03:20:21.417
BI-RUI-011;49.509;2026-01-24 03:21:01.343
BI-RUI-P012;60.3;2026-01-24 03:21:02.047
BI-RUI-C013;54.1;2026-01-24 03:21:06.283
BI-RUI-C003;45.40;2026-01-24 03:21:48.71
BI-RUI-P007;65.0;2026-01-24 03:21:52.477
BI-RUI-C023;55.6;2026-01-24 03:22:12.837
BI-RUI-C014;48.40;2026-01-24 03:22:22.493
BI-RUI-C024;53.7;2026-01-24 03:22:44.983
BI-RUI-C005;50.6;2026-01-24 03:22:48.437
BI-RUI-005;62.717;2026-01-24 03:23:09.377
BI-RUI-020;55.50;2026-01-24 03:23:22.563
BI-RUI-C002;77.8;2026-01-24 03:23:25.923
BI-RUI-C015;59.00;2026-01-24 03:23:32.643
BI-RUI-P014;50.2;2026-01-24 03:23:35.613
BI-RUI-C025;43.00;2026-01-24 03:23:51.85
BI-RUI-P011;58.7;2026-01-24 03:24:12.413
BI-RUI-P002;56.4;2026-01-24 03:24:53.577
BI-RUI-C004;75.3;2026-01-24 03:25:05.157
BI-RUI-P009;60.3;2026-01-24 03:25:07.077
BI-RUI-C023;53.8;2026-01-24 03:25:30.72
BI-RUI-C005;69.0;2026-01-24 03:25:54.817
BI-RUI-C011;43.30;2026-01-24 03:25:55.223
BI-RUI-P004;47.3;2026-01-24 03:26:13.947
BI-RUI-C010;62.3;2026-01-24 03:27:02.717
BI-RUI-BR11;55.556;2026-01-24 03:27:50.473
BI-RUI-C021;42.30;2026-01-24 03:28:04.41
BI-RUI-P005;60.7;2026-01-24 03:28:19.46
BI-RUI-C018;47.00;2026-01-24 03:28:20.633
BI-RUI-BR15;61.40;2026-01-24 03:28:23.337
BI-RUI-C023;54.4;2026-01-24 03:28:43.29
BI-RUI-P013;58.6;2026-01-24 03:28:54.637
BI-RUI-022;76.40;2026-01-24 03:28:56.497
BI-RUI-015;63.229;2026-01-24 03:29:01.03
BI-RUI-C025;45.30;2026-01-24 03:29:09.687
BI-RUI-C020;58.80;2026-01-24 03:29:11.293
BI-RUI-C008;50.3;2026-01-24 03:29:53.987
BI-RUI-C034;53.10;2026-01-24 03:29:58.253
BI-RUI-017;66.168;2026-01-24 03:30:18.117
BI-RUI-C001;73.4;2026-01-24 03:30:25.49
BI-RUI-025;61.30;2026-01-24 03:30:31.43
BI-RUI-004;60.539;2026-01-24 03:30:38.977
BI-RUI-019;60.348;2026-01-24 03:30:39.71
BI-RUI-006;67.317;2026-01-24 03:30:55.997
BI-RUI-001;68.695;2026-01-24 03:31:02.777
BI-RUI-P010;53.3;2026-01-24 03:31:19.293
BI-RUI-C023;53.5;2026-01-24 03:32:05.283
BI-RUI-007;49.112;2026-01-24 03:32:18.363
BI-RUI-C006;58.1;2026-01-24 03:33:25.81
BI-RUI-P006;63.2;2026-01-24 03:33:27.077
BI-RUI-P001;59.5;2026-01-24 03:33:57.237
BI-RUI-C025;47.50;2026-01-24 03:34:35.833
BI-RUI-009;55.738;2026-01-24 03:34:37.787
BI-RUI-008;66.089;2026-01-24 03:34:41.1
BI-RUI-C019;48.80;2026-01-24 03:34:44.35
BI-RUI-010;63.408;2026-01-24 03:35:09.65
BI-RUI-C016;46.2;2026-01-24 03:35:20.34
BI-RUI-C023;49.4;2026-01-24 03:35:22.027
BI-RUI-023;55.20;2026-01-24 03:35:38.5
BI-RUI-011;44.438;2026-01-24 03:35:58.157
BI-RUI-P012;58.4;2026-01-24 03:36:02.597
BI-RUI-C013;52.9;2026-01-24 03:36:20.83
BI-RUI-P007;63.6;2026-01-24 03:36:52.617
BI-RUI-C003;44.00;2026-01-24 03:37:04.773
BI-RUI-C014;47.50;2026-01-24 03:37:49.343
BI-RUI-C024;49.4;2026-01-24 03:38:02.89
BI-RUI-C005;48.1;2026-01-24 03:38:04.61
BI-RUI-005;54.566;2026-01-24 03:38:08.61
BI-RUI-P014;53.0;2026-01-24 03:38:36.177
BI-RUI-020;60.20;2026-01-24 03:38:40.41
BI-RUI-C023;52.4;2026-01-24 03:38:42.38
BI-RUI-C002;76.3;2026-01-24 03:38:43.677
BI-RUI-C015;57.50;2026-01-24 03:38:54.38
BI-RUI-P003;53.5;2026-01-24 03:39:00.447
BI-RUI-P011;59.4;2026-01-24 03:39:12.79
BI-RUI-P002;57.1;2026-01-24 03:39:54.013
BI-RUI-C025;47.40;2026-01-24 03:40:02.873
BI-RUI-P009;64.7;2026-01-24 03:40:07.17
BI-RUI-C004;75.4;2026-01-24 03:40:21.893
BI-RUI-C005;63.4;2026-01-24 03:41:14.367
BI-RUI-P004;56.4;2026-01-24 03:41:14.54
BI-RUI-C011;44.80;2026-01-24 03:41:21.633
BI-RUI-C023;50.0;2026-01-24 03:41:58.717
BI-RUI-C010;60.8;2026-01-24 03:42:16.78
BI-RUI-BR11;51.704;2026-01-24 03:42:45.08
BI-RUI-C021;47.70;2026-01-24 03:43:15.54
BI-RUI-P005;58.9;2026-01-24 03:43:19.993
BI-RUI-C018;45.60;2026-01-24 03:43:33.713
BI-RUI-BR15;59.50;2026-01-24 03:43:39.823
BI-RUI-P013;55.0;2026-01-24 03:43:54.967
BI-RUI-015;64.598;2026-01-24 03:44:00.933
BI-RUI-022;70.10;2026-01-24 03:44:12.967
BI-RUI-C020;57.30;2026-01-24 03:44:36.517
BI-RUI-C023;53.1;2026-01-24 03:45:05.193
BI-RUI-C008;48.8;2026-01-24 03:45:14.163
BI-RUI-C034;51.20;2026-01-24 03:45:14.537
BI-RUI-017;66.135;2026-01-24 03:45:23.15
BI-RUI-019;59.005;2026-01-24 03:45:28.867
BI-RUI-C025;41.20;2026-01-24 03:45:29.947
BI-RUI-004;62.775;2026-01-24 03:45:36.947
BI-RUI-025;56.90;2026-01-24 03:45:48.137
BI-RUI-C001;73.1;2026-01-24 03:45:48.307
BI-RUI-006;68.147;2026-01-24 03:46:06.077
BI-RUI-001;70.866;2026-01-24 03:46:11.06
BI-RUI-P010;54.7;2026-01-24 03:46:19.467
BI-RUI-007;50.076;2026-01-24 03:47:17.21
BI-RUI-C023;52.1;2026-01-24 03:48:15.137
BI-RUI-P006;62.8;2026-01-24 03:48:27.263
BI-RUI-C006;53.6;2026-01-24 03:48:43.53
BI-RUI-P001;52.3;2026-01-24 03:48:57.393
BI-RUI-009;53.126;2026-01-24 03:49:27.63
BI-RUI-008;53.210;2026-01-24 03:49:39.523
BI-RUI-010;59.191;2026-01-24 03:50:03.493
BI-RUI-C019;51.60;2026-01-24 03:50:16.293
BI-RUI-C016;44.5;2026-01-24 03:50:36.25
BI-RUI-C025;46.10;2026-01-24 03:50:50.423
BI-RUI-023;47.60;2026-01-24 03:50:51.987
BI-RUI-P012;60.2;2026-01-24 03:51:02.923
BI-RUI-011;44.007;2026-01-24 03:51:08.393
BI-RUI-C023;53.6;2026-01-24 03:51:22.24
BI-RUI-C013;53.6;2026-01-24 03:51:37.507
BI-RUI-C003;43.40;2026-01-24 03:52:21.06
BI-RUI-C005;47.0;2026-01-24 03:53:11.19
BI-RUI-C014;45.00;2026-01-24 03:53:14.957
BI-RUI-005;53.920;2026-01-24 03:53:16.847
BI-RUI-C024;48.7;2026-01-24 03:53:20.66
BI-RUI-020;53.90;2026-01-24 03:53:56.35
BI-RUI-C002;76.3;2026-01-24 03:53:59.1
BI-RUI-P003;60.6;2026-01-24 03:54:00.9
BI-RUI-C015;55.80;2026-01-24 03:54:11.243
BI-RUI-P011;57.8;2026-01-24 03:54:13.103
BI-RUI-C023;53.5;2026-01-24 03:54:39.293
BI-RUI-P002;58.2;2026-01-24 03:54:54.03
BI-RUI-C004;75.1;2026-01-24 03:55:38.6
BI-RUI-P004;54.4;2026-01-24 03:56:15.133
BI-RUI-C025;40.40;2026-01-24 03:56:17.04
BI-RUI-C005;60.5;2026-01-24 03:56:30.433
BI-RUI-C011;44.60;2026-01-24 03:56:47.903
BI-RUI-C010;60.9;2026-01-24 03:57:32.52
BI-RUI-BR11;52.822;2026-01-24 03:57:45.113
BI-RUI-C023;52.9;2026-01-24 03:57:46.677
BI-RUI-P005;57.2;2026-01-24 03:58:20.29
BI-RUI-C021;54.30;2026-01-24 03:58:30.37
BI-RUI-017;66.303;2026-01-24 04:02:07.193
BI-RUI-004;61.523;2026-01-24 04:02:07.21
BI-RUI-BR15;60.20;2026-01-24 04:02:07.21
BI-RUI-C008;50.4;2026-01-24 04:02:07.21
BI-RUI-C018;53.90;2026-01-24 04:02:07.21
BI-RUI-C018;54.30;2026-01-24 04:02:07.223
BI-RUI-004;61.523;2026-01-24 04:02:07.223
BI-RUI-017;66.303;2026-01-24 04:02:07.223
BI-RUI-015;61.226;2026-01-24 04:02:07.223
BI-RUI-022;48.90;2026-01-24 04:02:07.223
BI-RUI-C020;49.70;2026-01-24 04:02:07.223
BI-RUI-C023;52.7;2026-01-24 04:02:07.223
BI-RUI-C034;52.90;2026-01-24 04:02:07.223
BI-RUI-P010;54.5;2026-01-24 04:02:07.223
BI-RUI-015;61.226;2026-01-24 04:02:07.24
BI-RUI-017;66.303;2026-01-24 04:02:07.257
BI-RUI-001;72.180;2026-01-24 04:02:07.257
BI-RUI-001;72.180;2026-01-24 04:02:07.27
BI-RUI-004;61.523;2026-01-24 04:02:07.27
BI-RUI-006;71.991;2026-01-24 04:02:07.27
BI-RUI-015;61.226;2026-01-24 04:02:07.27
BI-RUI-022;69.00;2026-01-24 04:02:07.27
BI-RUI-BR15;48.10;2026-01-24 04:02:07.27
BI-RUI-C001;72.6;2026-01-24 04:02:07.27
BI-RUI-025;56.80;2026-01-24 04:02:07.27
BI-RUI-C025;43.00;2026-01-24 04:02:07.27
BI-RUI-C034;43.80;2026-01-24 04:02:07.287
BI-RUI-001;72.180;2026-01-24 04:02:08.113
BI-RUI-006;71.991;2026-01-24 04:02:09.85
BI-RUI-025;54.50;2026-01-24 04:02:34.727
BI-RUI-007;48.301;2026-01-24 04:02:35.163
BI-RUI-022;66.10;2026-01-24 04:02:40.853
BI-RUI-C020;43.90;2026-01-24 04:03:04.17
BI-RUI-C025;38.50;2026-01-24 04:03:08.03
BI-RUI-C018;52.70;2026-01-24 04:03:20.437
BI-RUI-BR15;46.10;2026-01-24 04:03:25.623
BI-RUI-P006;62.1;2026-01-24 04:03:27.483
BI-RUI-C034;48.30;2026-01-24 04:03:31.517
BI-RUI-P001;59.3;2026-01-24 04:03:57.97
BI-RUI-C006;58.0;2026-01-24 04:04:00.533
BI-RUI-009;61.158;2026-01-24 04:04:32.727
BI-RUI-008;49.479;2026-01-24 04:04:46.54
BI-RUI-010;67.060;2026-01-24 04:05:05.997
BI-RUI-C023;51.5;2026-01-24 04:05:34.217
BI-RUI-C019;48.20;2026-01-24 04:05:46.83
BI-RUI-C016;43.0;2026-01-24 04:05:52.517
BI-RUI-011;47.923;2026-01-24 04:06:07.113
BI-RUI-023;51.00;2026-01-24 04:06:08.69
BI-RUI-P007;65.3;2026-01-24 04:06:53.62
BI-RUI-C013;52.8;2026-01-24 04:06:57.227
BI-RUI-C003;46.50;2026-01-24 04:07:37.28
BI-RUI-005;51.809;2026-01-24 04:08:06.377
BI-RUI-C005;49.8;2026-01-24 04:08:24.003
BI-RUI-P014;51.5;2026-01-24 04:08:36.52
BI-RUI-C024;49.2;2026-01-24 04:08:36.647
BI-RUI-C025;43.60;2026-01-24 04:08:36.74
BI-RUI-C014;46.80;2026-01-24 04:08:41.943
BI-RUI-C023;54.7;2026-01-24 04:08:51.367
BI-RUI-P003;68.5;2026-01-24 04:09:01.337
BI-RUI-020;55.50;2026-01-24 04:09:13.213
BI-RUI-P011;61.9;2026-01-24 04:09:13.48
BI-RUI-C002;75.9;2026-01-24 04:09:27.12
BI-RUI-C015;56.90;2026-01-24 04:09:27.56
BI-RUI-P002;59.7;2026-01-24 04:09:54.233
BI-RUI-P009;55.8;2026-01-24 04:10:07.58
BI-RUI-C004;76.0;2026-01-24 04:10:57.053
BI-RUI-C005;69.0;2026-01-24 04:11:48.17
BI-RUI-C023;50.4;2026-01-24 04:12:07.36
BI-RUI-C011;45.60;2026-01-24 04:12:14.767
BI-RUI-BR11;49.090;2026-01-24 04:12:43.363
BI-RUI-C010;58.9;2026-01-24 04:12:49.333
BI-RUI-C021;44.50;2026-01-24 04:13:47.23
BI-RUI-P013;57.0;2026-01-24 04:13:56.03
BI-RUI-C025;40.30;2026-01-24 04:14:03.263
BI-RUI-015;60.615;2026-01-24 04:14:07.28
BI-RUI-017;66.369;2026-01-24 04:15:21.413
BI-RUI-C023;52.0;2026-01-24 04:15:26.18
BI-RUI-019;60.033;2026-01-24 04:15:28.32
BI-RUI-004;58.733;2026-01-24 04:15:43.713
BI-RUI-001;71.771;2026-01-24 04:16:05.2
BI-RUI-006;73.358;2026-01-24 04:16:07.153
BI-RUI-P010;58.3;2026-01-24 04:16:20.28
BI-RUI-C008;49.2;2026-01-24 04:17:00.973
BI-RUI-007;52.688;2026-01-24 04:17:24.85
BI-RUI-C001;72.8;2026-01-24 04:17:39.54
BI-RUI-025;58.20;2026-01-24 04:17:51.95
BI-RUI-022;59.50;2026-01-24 04:17:57.823
BI-RUI-BR15;59.10;2026-01-24 04:18:32.657
BI-RUI-C023;49.2;2026-01-24 04:18:35.657
BI-RUI-C018;55.20;2026-01-24 04:18:48.253
BI-RUI-C020;44.60;2026-01-24 04:18:48.41
BI-RUI-C034;51.90;2026-01-24 04:18:54.13
BI-RUI-P001;57.2;2026-01-24 04:18:57.94
BI-RUI-C006;57.3;2026-01-24 04:19:17.287
BI-RUI-C025;47.00;2026-01-24 04:19:25.553
BI-RUI-009;50.235;2026-01-24 04:19:36.07
BI-RUI-008;52.645;2026-01-24 04:19:46.603
BI-RUI-010;68.382;2026-01-24 04:20:07.137
BI-RUI-C016;42.8;2026-01-24 04:21:00.127
BI-RUI-011;48.151;2026-01-24 04:21:00.44
BI-RUI-P012;57.5;2026-01-24 04:21:03.08
BI-RUI-C019;41.80;2026-01-24 04:21:14.253
BI-RUI-023;57.00;2026-01-24 04:21:31.507
BI-RUI-C023;51.7;2026-01-24 04:21:44.18
BI-RUI-P007;66.5;2026-01-24 04:21:53.743
BI-RUI-C013;53.1;2026-01-24 04:22:13.463
BI-RUI-C003;42.70;2026-01-24 04:22:49.423
BI-RUI-005;53.424;2026-01-24 04:23:09.69
BI-RUI-P014;51.2;2026-01-24 04:23:37.1
BI-RUI-C005;49.1;2026-01-24 04:23:41.13
BI-RUI-C024;50.4;2026-01-24 04:23:43.803
BI-RUI-C014;46.30;2026-01-24 04:24:09.59
BI-RUI-P011;59.8;2026-01-24 04:24:13.793
BI-RUI-020;55.80;2026-01-24 04:24:20.153
BI-RUI-C002;75.7;2026-01-24 04:24:38.95
BI-RUI-C015;55.30;2026-01-24 04:24:39.327
BI-RUI-C023;46.9;2026-01-24 04:24:50.703
BI-RUI-C025;48.30;2026-01-24 04:24:51.14
BI-RUI-P002;64.3;2026-01-24 04:24:54.593
BI-RUI-P009;55.7;2026-01-24 04:25:08.0
BI-RUI-C004;74.5;2026-01-24 04:26:04.243
BI-RUI-P004;63.2;2026-01-24 04:26:16.26
BI-RUI-C005;73.4;2026-01-24 04:27:06.517
BI-RUI-C011;43.60;2026-01-24 04:27:40.677
BI-RUI-BR11;52.141;2026-01-24 04:27:50.723
BI-RUI-C023;51.7;2026-01-24 04:28:00.587
BI-RUI-C010;55.3;2026-01-24 04:28:06.29
BI-RUI-P005;56.5;2026-01-24 04:28:20.883
BI-RUI-P013;54.6;2026-01-24 04:28:56.263
BI-RUI-C021;41.70;2026-01-24 04:29:00.703
BI-RUI-015;55.239;2026-01-24 04:29:09.843
BI-RUI-C025;45.30;2026-01-24 04:30:18.68
BI-RUI-017;66.315;2026-01-24 04:30:20.68
BI-RUI-004;61.625;2026-01-24 04:30:36.98
BI-RUI-019;61.071;2026-01-24 04:30:47.17
BI-RUI-006;65.397;2026-01-24 04:31:03.607
BI-RUI-C023;52.0;2026-01-24 04:31:13.077
BI-RUI-001;70.426;2026-01-24 04:31:13.437
BI-RUI-P010;51.1;2026-01-24 04:31:20.267
BI-RUI-007;47.678;2026-01-24 04:32:14.04
BI-RUI-C008;49.7;2026-01-24 04:32:18.49
BI-RUI-C001;71.2;2026-01-24 04:32:56.527
BI-RUI-025;56.90;2026-01-24 04:33:08.03
BI-RUI-022;61.80;2026-01-24 04:33:16.077
BI-RUI-P006;61.2;2026-01-24 04:33:27.907
BI-RUI-BR15;63.50;2026-01-24 04:33:48.847
BI-RUI-P001;66.5;2026-01-24 04:33:58.3
BI-RUI-C018;51.20;2026-01-24 04:34:04.613
BI-RUI-C020;43.60;2026-01-24 04:34:05.583
BI-RUI-C034;55.60;2026-01-24 04:34:22.663
BI-RUI-C023;51.1;2026-01-24 04:34:23.74
BI-RUI-C006;57.6;2026-01-24 04:34:33.023
BI-RUI-009;56.166;2026-01-24 04:34:35.21
BI-RUI-008;54.242;2026-01-24 04:34:36.43
BI-RUI-010;64.928;2026-01-24 04:35:05.56
BI-RUI-C025;41.90;2026-01-24 04:35:46.767
BI-RUI-P012;59.2;2026-01-24 04:36:03.49
BI-RUI-011;47.110;2026-01-24 04:36:08.363
BI-RUI-C016;44.4;2026-01-24 04:36:09.567
BI-RUI-023;64.10;2026-01-24 04:36:39.32
BI-RUI-C019;41.10;2026-01-24 04:36:41.353
BI-RUI-P007;65.6;2026-01-24 04:36:54.307
BI-RUI-C013;53.5;2026-01-24 04:37:35.827
BI-RUI-C023;47.8;2026-01-24 04:37:36.327
BI-RUI-C003;41.20;2026-01-24 04:38:01.08
BI-RUI-005;60.759;2026-01-24 04:38:11.643
BI-RUI-P014;52.5;2026-01-24 04:38:37.663
BI-RUI-C005;48.4;2026-01-24 04:38:53.727
BI-RUI-P003;54.7;2026-01-24 04:39:02.167
BI-RUI-C024;50.9;2026-01-24 04:39:05.853
BI-RUI-P011;59.9;2026-01-24 04:39:13.933
BI-RUI-020;50.70;2026-01-24 04:39:26.857
BI-RUI-C014;45.30;2026-01-24 04:39:35.81
BI-RUI-C015;52.80;2026-01-24 04:39:47.297
BI-RUI-P002;65.8;2026-01-24 04:39:54.783
BI-RUI-C002;75.2;2026-01-24 04:39:55.267
BI-RUI-P009;59.0;2026-01-24 04:40:08.563
BI-RUI-C023;51.9;2026-01-24 04:40:51.507
BI-RUI-C025;38.40;2026-01-24 04:41:08.807
BI-RUI-C004;74.6;2026-01-24 04:41:10.04
BI-RUI-P004;69.1;2026-01-24 04:41:16.277
BI-RUI-C005;61.0;2026-01-24 04:42:22.753
BI-RUI-BR11;54.309;2026-01-24 04:42:45.117
BI-RUI-C011;46.20;2026-01-24 04:43:09.727
BI-RUI-P005;67.0;2026-01-24 04:43:21.463
BI-RUI-C010;59.2;2026-01-24 04:43:22.79
BI-RUI-P013;58.4;2026-01-24 04:43:56.547
BI-RUI-015;56.930;2026-01-24 04:44:01.373
BI-RUI-C023;53.5;2026-01-24 04:44:07.953
BI-RUI-C021;42.50;2026-01-24 04:44:18.66
BI-RUI-017;66.114;2026-01-24 04:45:21.79
BI-RUI-019;61.354;2026-01-24 04:45:34.76
BI-RUI-004;59.899;2026-01-24 04:45:40.463
BI-RUI-001;68.829;2026-01-24 04:46:11.563
BI-RUI-006;57.724;2026-01-24 04:46:14.0
BI-RUI-P010;55.6;2026-01-24 04:46:20.297
BI-RUI-C025;37.50;2026-01-24 04:46:35.627
BI-RUI-007;48.113;2026-01-24 04:47:16.837
BI-RUI-C023;50.8;2026-01-24 04:47:26.057
BI-RUI-C008;49.4;2026-01-24 04:47:41.01
BI-RUI-C001;69.4;2026-01-24 04:48:19.25
BI-RUI-025;56.20;2026-01-24 04:48:20.563
BI-RUI-P006;65.2;2026-01-24 04:48:27.94
BI-RUI-022;58.50;2026-01-24 04:48:34.3
BI-RUI-P001;44.7;2026-01-24 04:48:58.567
BI-RUI-BR15;62.90;2026-01-24 04:49:05.66
BI-RUI-C018;47.40;2026-01-24 04:49:22.947
BI-RUI-C020;44.90;2026-01-24 04:49:34.29
BI-RUI-009;48.793;2026-01-24 04:49:35.07
BI-RUI-C034;56.20;2026-01-24 04:49:39.463
BI-RUI-008;53.246;2026-01-24 04:49:39.79
BI-RUI-C006;57.9;2026-01-24 04:49:41.167
BI-RUI-010;66.664;2026-01-24 04:49:59.59
BI-RUI-C023;52.7;2026-01-24 04:50:45.253
BI-RUI-011;43.486;2026-01-24 04:51:00.91
BI-RUI-P012;59.3;2026-01-24 04:51:03.897
BI-RUI-C016;44.9;2026-01-24 04:51:21.287
BI-RUI-C025;39.60;2026-01-24 04:51:53.027
BI-RUI-023;56.40;2026-01-24 04:51:57.59
BI-RUI-C019;42.50;2026-01-24 04:52:07.247
BI-RUI-C013;52.8;2026-01-24 04:52:56.063
BI-RUI-005;53.315;2026-01-24 04:53:06.05
BI-RUI-C003;43.60;2026-01-24 04:53:31.477
BI-RUI-C023;54.7;2026-01-24 04:54:01.963
BI-RUI-P003;57.5;2026-01-24 04:54:02.603
BI-RUI-C005;49.6;2026-01-24 04:54:10.793
BI-RUI-P011;56.1;2026-01-24 04:54:14.363
BI-RUI-C024;49.3;2026-01-24 04:54:21.8
BI-RUI-020;53.70;2026-01-24 04:54:47.28
BI-RUI-P002;63.9;2026-01-24 04:54:55.387
BI-RUI-C014;45.00;2026-01-24 04:55:02.057
BI-RUI-C015;53.60;2026-01-24 04:55:10.337
BI-RUI-C002;75.9;2026-01-24 04:55:12.027
BI-RUI-P004;45.9;2026-01-24 04:56:16.497
BI-RUI-C004;74.9;2026-01-24 04:56:26.42
BI-RUI-C025;42.40;2026-01-24 04:57:15.35
BI-RUI-C023;49.7;2026-01-24 04:57:18.447
BI-RUI-C005;58.2;2026-01-24 04:57:39.14
BI-RUI-BR11;54.473;2026-01-24 04:57:45.04
BI-RUI-P005;55.7;2026-01-24 04:58:22.153
BI-RUI-C010;59.5;2026-01-24 04:58:30.963
BI-RUI-C011;45.10;2026-01-24 04:58:37.35
BI-RUI-015;53.883;2026-01-24 04:59:01.36
BI-RUI-C021;42.90;2026-01-24 04:59:33.203
BI-RUI-C023;54.9;2026-01-24 05:00:45.333
BI-RUI-019;61.054;2026-01-24 05:00:45.333
BI-RUI-017;66.053;2026-01-24 05:00:45.333
BI-RUI-004;58.770;2026-01-24 05:00:45.333
BI-RUI-006;59.547;2026-01-24 05:01:07.397
BI-RUI-P010;58.0;2026-01-24 05:01:21.14
BI-RUI-001;70.395;2026-01-24 05:01:21.733
BI-RUI-007;51.441;2026-01-24 05:02:25.357
BI-RUI-C025;37.80;2026-01-24 05:02:44.04
BI-RUI-C008;48.4;2026-01-24 05:02:48.95
BI-RUI-025;55.30;2026-01-24 05:03:27.917
BI-RUI-P006;63.5;2026-01-24 05:03:28.76
BI-RUI-C001;66.1;2026-01-24 05:03:37.487
BI-RUI-022;58.90;2026-01-24 05:03:52.107
BI-RUI-P001;56.0;2026-01-24 05:03:59.58
BI-RUI-BR15;61.20;2026-01-24 05:04:22.433
BI-RUI-C018;45.90;2026-01-24 05:04:31.703
